Date;winner;loser
30/05/2017;Komatsu;Binega
30/05/2017;Kei;hirame
30/05/2017;Komatsu;Binega
30/05/2017;Mikan;Mizu
30/05/2017;Komatsu;Binega
30/05/2017;Yomogi;Beni
30/05/2017;Yashi;Tsutsuji
30/05/2017;Hado;Pichi
30/05/2017;Tabu;Tsutsuji
30/05/2017;Okapi;Shiira
30/05/2017;Tsuwa;Tsutsuji
30/05/2017;Tsuwa;Tsutsuji
30/05/2017;Haku;Muku
30/05/2017;Shiso;Shiira
30/05/2017;Komatsu;Yotsuba
30/05/2017;Noko;Hado
30/05/2017;Yone;Yuna
30/05/2017;Tsutsuji;Okura
30/05/2017;Kei;Kibana
31/05/2017;Kei;Beni
31/05/2017;Kibana;Yuna
31/05/2017;Kibana;Kinoko
31/05/2017;Kibana;Serori
31/05/2017;Yashi;Kibana
31/05/2017;Yashi;Kibana
31/05/2017;Tsutsuji;Kinoko
31/05/2017;Yashi;Shiira
31/05/2017;Shide;Yotsuba
31/05/2017;Komatsu;Yotsuba
31/05/2017;Haku;Binega
31/05/2017;Shide;Kote
31/05/2017;Toga;Botan
31/05/2017;Yamu;Kizu
31/05/2017;Hiba;Serori
31/05/2017;Yomogi;Hiba
31/05/2017;Hiba;Mekki
31/05/2017;Noko;Hiba
31/05/2017;Kei;Tabu
31/05/2017;Yashi;Tsuwa
31/05/2017;Kei;Shide
31/05/2017;Kei;Kibana
01/06/2017;Yone;Mizu
01/06/2017;Okura;Kibana
01/06/2017;Okura;Betei
01/06/2017;Shiira;Yumin
01/06/2017;Shika;Mekki
01/06/2017;Toga;Bon
01/06/2017;Muku;Bon
01/06/2017;Shida;Binega
01/06/2017;Tsutsuji;Binega
01/06/2017;Noko;Shida
01/06/2017;Kei;Tsutsuji
01/06/2017;Shiso;Tsuwa
01/06/2017;Kei;Tsutsuji
01/06/2017;Kei;Tsutsuji
01/06/2017;Shide;Tsutsuji
01/06/2017;Shide;Tsutsuji
01/06/2017;Shika;Tsutsuji
01/06/2017;Kote;Haku
05/06/2017;Shide;Tabu
05/06/2017;Yomogi;Yuna
05/06/2017;Yashi;Kizu
05/06/2017;Kibana;Kizu
06/06/2017;Shiso;Yone
06/06/2017;Shiso;Yone
06/06/2017;Tsutsuji;Yone
06/06/2017;Shika;Usu
06/06/2017;Tsuwa;Omoto
07/06/2017;Kibana;Beni
07/06/2017;Komatsu;Yuna
07/06/2017;Yotsuba;Yuu
07/06/2017;Tabu;Mizu
07/06/2017;Tabu;Komatsu
07/06/2017;Tabu;Komatsu
07/06/2017;Yone;Hiba
07/06/2017;Tsutsuji;Yumin
07/06/2017;Noko;Yumin
07/06/2017;Haku;Toga
07/06/2017;Haku;Toga
07/06/2017;Shida;Hado
08/06/2017;Omoto;Usu
08/06/2017;Yone;Usu
08/06/2017;Yone;Usu
08/06/2017;Yone;Bon
08/06/2017;Yone;Toga
08/06/2017;Yone;Botan
08/06/2017;Yotsuba;Bon
08/06/2017;Kinoko;Yuna
08/06/2017;Yone;Usu
08/06/2017;Shiso;Mikan
08/06/2017;Mekki;Beni
09/06/2017;Shide;Kanna
09/06/2017;Hado;Haku
09/06/2017;Yashi;Hado
09/06/2017;Betei;Binega
09/06/2017;Yone;Binega
09/06/2017;Botan;Binega
09/06/2017;Hado;Binega
09/06/2017;hirame;Mochi
09/06/2017;Shiso;Tsutsuji
10/06/2017;Shide;Muku
10/06/2017;Shide;Takana
10/06/2017;Kinoko;Binega
10/06/2017;Kinoko;Botan
10/06/2017;Uso;Pan
10/06/2017;Kei;Mikan
10/06/2017;Minku;Haku
12/06/2017;Kei;Yashi
12/06/2017;Serori;Toga
12/06/2017;Kote;Mizu
12/06/2017;Kei;Kibana
12/06/2017;Shiso;Kizu
12/06/2017;Usu;Bon
13/06/2017;Yone;Betei
13/06/2017;Bon;Botan
13/06/2017;Takana;Noko
14/06/2017;Shika;Tsutsuji
14/06/2017;Shiso;Shiira
14/06/2017;Shiso;Kizu
14/06/2017;Omoto;Hiba
14/06/2017;Yamu;Haku
14/06/2017;Komatsu;Botan
14/06/2017;Haku;Tabu
15/06/2017;Yamu;Kibana
16/06/2017;Kizu;Muku
18/06/2017;Kei;Tsuwa
18/06/2017;Omoto;Yone
18/06/2017;Kei;Okapi
19/06/2017;Kanna;Yuu
21/06/2017;Mushi;Hado
21/06/2017;Mushi;Shiira
